trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
253,False,"{'a': 0.1, 'e': 0.07865099717364853}",25,13,18.722343495286005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.1, 'e': 0.07786448720191204}",20,3,28.32615539520861,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.1, 'e': 0.07708584232989292}",25,20,9.119539739187429,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.1, 'e': 0.076314983906594}",25,19,11.91079096938018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.1, 'e': 0.07555183406752805}",20,15,12.596024893589885,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.1, 'e': 0.07479631572685277}",30,19,20.790616237813893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.1, 'e': 0.07404835256958425}",30,0,40.196588380412535,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.1, 'e': 0.0733078690438884}",20,8,14.338997657355817,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.1, 'e': 0.07257479035344952}",25,15,14.594265026043326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.1, 'e': 0.07184904244991502}",20,12,12.999846962108304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.1, 'e': 0.07113055202541588}",25,11,4.707682436876791,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
264,False,"{'a': 0.1, 'e': 0.07041924650516172}",25,3,-15.998613803385402,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.1, 'e': 0.06971505404011011}",20,0,24.158542620393398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.1, 'e': 0.069017903499709}",30,17,24.32475646200164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.1, 'e': 0.06832772446471191}",20,5,23.982622501886425,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.1, 'e': 0.0676444472200648}",25,13,22.28496644836908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.1, 'e': 0.06696800274786414}",20,6,20.99365773727418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.1, 'e': 0.06629832272038551}",20,8,15.905603294296867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.1, 'e': 0.06563533949318165}",20,8,13.979401221714188,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.1, 'e': 0.06497898609824983}",25,10,29.56660116564178,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.1, 'e': 0.06432919623726734}",20,5,16.19211281513479,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.1, 'e': 0.06368590427489466}",25,10,20.094531313797475,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.1, 'e': 0.06304904523214572}",25,0,-19.278487623466937,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
276,False,"{'a': 0.1, 'e': 0.06241855477982426}",20,0,15.575142010792504,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
277,False,"{'a': 0.1, 'e': 0.06179436923202602}",25,5,19.93496293494324,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.1, 'e': 0.06117642553970576}",30,7,32.012563982316806,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.1, 'e': 0.0605646612843087}",20,13,15.867169190827315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.1, 'e': 0.05995901467146561}",20,13,17.406643313290488,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.1, 'e': 0.05935942452475095}",20,7,13.986703561747143,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.1, 'e': 0.05876583027950344}",20,7,16.781304927610556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.1, 'e': 0.0581781719767084}",25,10,28.15340751827967,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.1, 'e': 0.05759639025694132}",25,18,12.669194140868685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.1, 'e': 0.057020426354371906}",20,0,-22.702511341310743,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
286,False,"{'a': 0.1, 'e': 0.05645022209082819}",25,2,16.056335203895106,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.1, 'e': 0.05588571986991991}",30,19,20.57496681418955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.1, 'e': 0.05532686267122071}",20,13,12.548328179170534,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.1, 'e': 0.0547735940445085}",20,8,19.75953245441018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.1, 'e': 0.05422585810406342}",35,22,21.146165399799884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.1, 'e': 0.05368359952302278}",20,10,16.462670548783752,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.1, 'e': 0.05314676352779255}",25,13,19.950909014268262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.1, 'e': 0.052615295892514624}",25,5,35.704238476011966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.052089142933589475}",25,15,17.341696650477786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.1, 'e': 0.05156825150425358}",20,12,14.271493330988111,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.1, 'e': 0.051052568989211046}",20,9,20.548802067103104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.05054204329931893}",30,2,40.948389507047914,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.05003662286632574}",30,18,22.233601372903063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.049536256637662486}",30,17,13.553538774610928,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.1, 'e': 0.04904089407128586}",25,3,27.607945953003735,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.048550485130573}",30,18,23.025515003297343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.1, 'e': 0.04806498027926727}",25,20,9.601028678419334,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
