trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
163,False,"{'a': 0.1, 'e': 0.8369999999999999}",30,0,-202.79858406087445,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
164,False,"{'a': 0.1, 'e': 0.8359999999999999}",30,0,-127.27660500746457,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
165,False,"{'a': 0.1, 'e': 0.8349999999999999}",20,3,-40.80057269297481,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
166,False,"{'a': 0.1, 'e': 0.8339999999999999}",20,0,-47.49971181606708,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
167,False,"{'a': 0.1, 'e': 0.8329999999999999}",30,0,-212.03100846705834,"{0: 15, 1: 5, 2: 5, 3: 2, 4: 3}",0
168,False,"{'a': 0.1, 'e': 0.8319999999999999}",20,0,-119.5262216404679,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
169,False,"{'a': 0.1, 'e': 0.8309999999999998}",20,6,-62.72585280908731,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
170,False,"{'a': 0.1, 'e': 0.8299999999999998}",25,11,-63.783521376135695,"{0: 9, 1: 0, 2: 2, 3: 3, 4: 0}",1
171,False,"{'a': 0.1, 'e': 0.8289999999999998}",30,11,-29.71667602719837,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
172,False,"{'a': 0.1, 'e': 0.8279999999999998}",20,0,-101.67045389081184,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
173,False,"{'a': 0.1, 'e': 0.8269999999999998}",30,0,-181.6934160141542,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 4}",0
174,False,"{'a': 0.1, 'e': 0.8259999999999998}",25,0,-84.32619553387423,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
175,False,"{'a': 0.1, 'e': 0.8249999999999998}",25,0,-119.05549262678693,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
176,False,"{'a': 0.1, 'e': 0.8239999999999998}",25,0,-117.25166771486768,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
177,False,"{'a': 0.1, 'e': 0.8229999999999998}",20,0,-39.37527958949016,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
178,False,"{'a': 0.1, 'e': 0.8219999999999998}",20,0,-28.356443362205574,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
179,False,"{'a': 0.1, 'e': 0.8209999999999998}",25,10,-48.31007742052347,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
180,False,"{'a': 0.1, 'e': 0.8199999999999998}",20,0,-147.0171353906205,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
181,False,"{'a': 0.1, 'e': 0.8189999999999998}",20,0,-172.26294616015133,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 3}",0
182,False,"{'a': 0.1, 'e': 0.8179999999999998}",20,0,-158.0924643941639,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
183,False,"{'a': 0.1, 'e': 0.8169999999999998}",20,0,-51.859818519807,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
184,False,"{'a': 0.1, 'e': 0.8159999999999998}",25,0,-102.03376873998738,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
185,False,"{'a': 0.1, 'e': 0.8149999999999998}",25,7,-5.019554588922218,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.1, 'e': 0.8139999999999998}",20,9,-36.740875052767294,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 0}",1
